,name (zolpidem),similarity (zolpidem),name (eszopiclone),similarity (eszopiclone),name (zaleplon),similarity (zaleplon),name (trazodone),similarity (trazodone),name (amitriptyline),similarity (amitriptyline),name (mirtazapine),similarity (mirtazapine),name (doxepin),similarity (doxepin),name (lorazepam),similarity (lorazepam),name (clonazepam),similarity (clonazepam),name (temazepam),similarity (temazepam),name (triazolam),similarity (triazolam),name (melatonin),similarity (melatonin),name (atorvastatin),similarity (atorvastatin)
871,milnacipram,0.701142430305481,cetirizine-pseudoephedrine,0.6911683082580566,methylphenazepam,0.6841899156570435,clozapine-aripiprazole,0.7361953258514404,melperone,0.7460892796516418,etilamfetamine,0.7297945618629456,tizolemide,0.7356101870536804,diapzepam,0.6974236965179443,clozapine-aripiprazole,0.7313438653945923,tiapride,0.704237699508667,norcyclobenzaprine,0.7058737277984619,phyto-hormone,0.5893474221229553,milfasartan,0.7058353424072266
872,lefetamine,0.7010573148727417,methylphenidate-only,0.6911416053771973,hypnotic/anxiolytics,0.684178352355957,aripiprazole-d8,0.7361564636230469,methopromazine,0.7458932995796204,ropizine,0.7296314239501953,desmethylchlordiazepoxide,0.7355268001556396,n-desalkylflurazepam,0.697386622428894,levatiracetam,0.7312717437744141,amphetamine/dextroamphetamine,0.7042093873023987,esmirtazapine,0.7058389186859131,acth/alpha-msh,0.5892974734306335,telmisartan-based,0.7057706713676453
873,triazolam's,0.701013445854187,reboxetine's,0.6910812854766846,methyphenidate,0.6840834617614746,-9-oh-risperidone,0.7361524105072021,risperidone/paliperidone,0.745834469795227,morphine-ondansetron,0.7295782566070557,chlorpromazine.hcl,0.7354595065116882,nitrazolam,0.6973832249641418,dizolcipine,0.7312120199203491,ketorolac/oxycodone,0.7041707038879395,tranquilizer-antidepressant,0.705834150314331,dme-oestradiol,0.5892812013626099,spironolactone/hydrochlorothiazide,0.705742597579956
874,norsertraline,0.7010071277618408,olanzapine-d3,0.691072404384613,benzodiazepine-specific,0.6839398741722107,phenergan-codeine,0.7360727787017822,guanfacine,0.7457736134529114,antidepressant/antianxiety,0.7295573949813843,*propranolol,0.7354463338851929,essitalopram,0.697357177734375,seroquel,0.7311831712722778,acepromazine-buprenorphine,0.7040187120437622,notriptyline,0.705780029296875,quinagolide,0.5892741084098816,bisoprolol/hydrochlorothiazide,0.7056535482406616
875,quatiapine,0.7009994983673096,tiaspirone,0.6910386085510254,dibenzodiazepinone,0.683929979801178,hydroxy-nefazodone,0.7357532978057861,niaprazine,0.7457084655761719,mociprazine,0.7295359373092651,cizolertine,0.735331654548645,risperidone-quetiapine,0.697353720664978,pramipexole,0.7311416268348694,s-ondansetron,0.7039909362792969,paprazine,0.7057034969329834,antigonadotrophin,0.5892717838287354,phenofibrate,0.7055578231811523
876,flibanserin,0.7009811997413635,r-pazinaclone,0.6910046935081482,methylphenidate.,0.683834433555603,fluoxetine-hcl,0.7356920838356018,propazepine,0.7456753849983215,catapine,0.7294411659240723,doxyzosin,0.7351512908935547,dextromethorphan-quinidine,0.6971735954284668,gefarnate-diazepam,0.7310448884963989,moclobemide-clomipramine,0.703972339630127,terfenadine-ketoconazole,0.705654501914978,alpha-mshs,0.589259684085846,medoxomil/hydrochlorothiazide,0.7055282592773438
877,nortriptyline's,0.7009011507034302,no-fluoxetine,0.6909860372543335,s-fluoxetine,0.6837398409843445,-domperidone,0.7356305122375488,pipradol,0.7456676959991455,lidocaine/metoclopramide,0.7294372320175171,timiperone,0.7350986003875732,ziprasadone,0.6970876455307007,nordiphenhydramine,0.7310395836830139,methsuximide,0.7039499282836914,butriptyline,0.7056536078453064,photoperiod-modulated,0.5892528295516968,azilsartan,0.7054948806762695
878,gabapentin's,0.7008796334266663,loratadin,0.6909416913986206,preclozapine,0.6836065053939819,anaprazole,0.7356024384498596,8-oh-loxapine,0.7456197738647461,dextromethorphan-quinidine,0.7294324636459351,*prochlorperazine,0.7350404858589172,hydromorphon,0.6970546245574951,ndmc/clozapine,0.7309010028839111,acepromazine-methadone,0.7039105296134949,s-norclozapine,0.7056342363357544,astaxanthin's,0.5892267227172852,zofenopril+ir,0.7053675651550293
879,tramadol-acetaminophen,0.7007806301116943,levitracetam,0.6909114122390747,7-hydroxyrisperidone,0.6835930347442627,desmethylnortriptyline,0.7354785203933716,anantidepressant,0.7455871105194092,fenipramide,0.7293974161148071,zomitriptan,0.7350130081176758,5.citalopram,0.6968456506729126,alpha-oh-alprazolam,0.7308828830718994,diazepam-equivalent,0.7038905024528503,dexamphetamine,0.7056316137313843,turkesterone,0.5891910791397095,hydrochlorothiazide/spironolactone,0.7053319215774536
880,subhypnotic,0.7007200717926025,methadone/benzodiazepine,0.6909083724021912,mofegiline,0.6835485100746155,desipramine's,0.735477089881897,moricizine,0.7455799579620361,o-desalkylquetiapine,0.7293193340301514,tofenacin,0.7349897623062134,amitiptylline,0.6968335509300232,flunitrazepam/fentanyl,0.7307156324386597,morphine-ondansetron,0.7038378119468689,zalospirone,0.7056093215942383,gonadotropin-triggered,0.5891703963279724,aliskiren/valsartan/hctz,0.7052323818206787
881,prozac/fluoxetine,0.7007078528404236,aprepitant/fosaprepitant,0.6908649206161499,pimethixene,0.6835164427757263,ibuprofen/oxycodone,0.7354680299758911,sertraline-related,0.7455133199691772,bupropin,0.7293165922164917,cetirizine-d,0.734927237033844,amitriptyline/day,0.6967148780822754,hydralazine-valproate,0.7306898832321167,amorbarbital,0.703830361366272,midazolam/,0.705553412437439,1/orexin,0.5891309976577759,enalapril/nitrendipine,0.7052316665649414
882,paroxetine/fluoxetine,0.7006180882453918,butriptyline,0.6908626556396484,3h-benzodiazepine,0.6835007667541504,protriptylin,0.735430121421814,ciproheptadine,0.7454431056976318,clozapine-ect,0.7292646765708923,demethylimipramine,0.7349221706390381,-orphenadrine,0.6967029571533203,citalopram-,0.7306850552558899,3'-hydroxyflunitrazepam,0.7037628889083862,fluoxetine-norfluoxetine,0.7055294513702393,neurostenin,0.5891282558441162,losartan-hydrochlorothiazide,0.7052271366119385
883,quetiapinexr,0.7005982995033264,tianeptin,0.690780758857727,cimoxatone,0.6834895610809326,paroxetine-catechol,0.7352911233901978,chlorpromazine.hcl,0.7454376220703125,*hydroxyzine,0.7292518615722656,eperisone,0.7348450422286987,eptadone,0.6966635584831238,valproate/divalproex,0.7306528091430664,norcodeine,0.703752875328064,benzodiazepines-induced,0.705437421798706,5-methoxyluzindole,0.5890997648239136,clopidogrel+asa,0.7051759958267212
884,lorazepam-induced,0.7005975246429443,montelukast-fexofenadine,0.6905672550201416,tranzodone,0.6833909749984741,molindone,0.7352828979492188,remoxipride,0.7454286813735962,buspirone-,0.729197084903717,lamotrigine,0.7348436117172241,oh-midazolam,0.6965935826301575,carbamazepines,0.7306280136108398,enpiprazole,0.703751266002655,enazenil,0.7053849697113037,5-hydroxyindole-o-methyltransferase,0.5890984535217285,glyburide,0.7051119804382324
885,diazepam-free,0.7005137801170349,vofopitant,0.6905075907707214,ndmc/clozapine,0.6832886338233948,dehydro-aripiprazole,0.735274076461792,dapoxetine,0.7454200983047485,mirtaz,0.7289555668830872,chloroquine/cyproheptadine,0.73469078540802,s-oxazepam,0.6965306997299194,phenytoin100mg,0.7306230068206787,ziprasodone,0.7037070989608765,3-oh-phenazepam,0.7053824067115784,circadian-based,0.5890820026397705,enalapril/hctz,0.7047938704490662
886,-cyclobenzaprine,0.7004567384719849,oxcarbizine,0.690502405166626,olanzapine/reboxetine,0.6832667589187622,prochlorperazone,0.7352566719055176,valpromide,0.745396614074707,orphenadrine,0.7289491891860962,risperidone/olanzapine,0.734577476978302,keppra/ativan/fphenytoin,0.6965200901031494,non-aripiprazole,0.7306126952171326,n-oxide-zopiclone,0.7036949396133423,desmethylescitalopram,0.7053035497665405,nesterone,0.5890187621116638,amlodipine/valsartan/hctz,0.7047860026359558
887,benzodiazepine-tricyclic,0.7004181146621704,amisulpiride,0.6904983520507812,ropinirol,0.6832506060600281,acetaminophen/hydrocodone,0.7352074980735779,desmethylclomipramine/8-hydroxydesmethylclomipramine,0.7453290820121765,zotepin,0.7288957834243774,pipamperone,0.7345708608627319,w/acetaminophen,0.69648677110672,meperidine/diazepam,0.7305848598480225,-apocodeine,0.7036882042884827,benzodiazepine/narcotic,0.705302357673645,gonadostimulant,0.5890141725540161,carvedilol-sr,0.7047275900840759
888,n-1-desalkylflurazepam,0.7004077434539795,paroxetine's,0.6904610991477966,risperidol,0.6830474138259888,diclazepam,0.735200047492981,vilazodone-tacrine,0.7453265190124512,etizolam,0.7288731932640076,-escitalopram,0.7345418930053711,aripriprazole,0.696485698223114,*tizanidine,0.7305447459220886,c-carbamazepine,0.7036620378494263,"1,4-benzodiazepine",0.7052701115608215,antioxidants/redox,0.5890060663223267,vilsartan,0.7047090530395508
889,ondansetron/dolasetron,0.7003399133682251,fluoxetine-placebo,0.6904528737068176,atipamezole-flumazenil-naloxone,0.6829650402069092,amitriptilin,0.7351354360580444,radafaxine,0.7453204989433289,'gabapentin,0.7288694381713867,chlorpromazine/day,0.7345373630523682,non-olanzapine,0.696439802646637,milnacipram,0.7304579019546509,carbamazepine-cr,0.7036043405532837,mertazapine,0.7052555680274963,carnosine's,0.589004635810852,captopril/carvedilol,0.7046648859977722
890,1-oxo-estazolam,0.7003209590911865,citirizine,0.6903966665267944,amfepramone,0.68295818567276,methylphenidate/dexmethylphenidate,0.7351318597793579,nefazodone's,0.7453022599220276,zaleplon,0.7288575172424316,fexofenadine.hcl,0.7344638109207153,bensodiazepine,0.696410596370697,antianxiety/hypnotics,0.7304515838623047,camfetamine,0.7035888433456421,oxyphencyclimine-hydroxyzine,0.7052267789840698,resveratrol-suppressed,0.5889813899993896,diet/metformin,0.7046246528625488
891,tiapride-ketamine,0.7003034353256226,pre-clozapine,0.6903131008148193,cloxazepine,0.6829038262367249,dasotraline,0.7350571751594543,nonazapirone,0.7452470660209656,tramadole,0.7286050319671631,droperidol,0.73442542552948,sertralin,0.6962805390357971,clofluperol,0.7304111123085022,diazepam-sedated,0.703549861907959,viloxazine,0.7051721811294556,nelotanserin,0.5889295339584351,simvastatin-loaded,0.7045122385025024
892,fluprazine,0.7001996040344238,diazepam,0.6902490258216858,lacosamide,0.6828858852386475,maalox/lidocain/diphenhydramine,0.7349709272384644,l-chlorpheniramine,0.7451968193054199,dihydroziprasidone,0.7285408973693848,chlor-desmethyldiazepam,0.7343143820762634,ketamine-acepromazine,0.6962282657623291,moclobemide-citalopram,0.7303664684295654,*diphenhydramine,0.7035147547721863,ketamine/acepromazine,0.705161452293396,mid-darkness,0.5888831615447998,roziglitazone,0.704464316368103
893,donepezil,0.7000579833984375,midazolam/hydroxyzine,0.690226137638092,benzodiazepine/opiate,0.682870626449585,quetipine,0.7349122166633606,phenothizine,0.7451481819152832,d-amphetamine/chlordiazepoxide,0.7285277247428894,meperidine-promethazine,0.7343056201934814,post-midazolam,0.696151852607727,ropinirol,0.7303473949432373,3-oh-desloratadine,0.7033334374427795,acetylpromazine-ketamine,0.7051045894622803,somatotropin-releasing,0.5888830423355103,aliskiren/hctz,0.7044132947921753
894,afq056/mavoglurant,0.6999724507331848,-domperidone,0.690209686756134,tiagabin,0.6827754974365234,buspar,0.734873354434967,morphine/lorazepam,0.7451416850090027,dextromepromazine,0.7284587621688843,cryproheptadine,0.7342913746833801,guiafenesin-codeine,0.6961426734924316,valproate/valproic,0.7302716970443726,droperidol-ketamine,0.7033098936080933,2-oh-desipramine/desipramine,0.7050783634185791,chronobiologically,0.5888707041740417,irbesartan-,0.7042658925056458
895,hydrocodone,0.699870765209198,-nortriptyline,0.6901863217353821,"benzodiazepine-5,11",0.6827640533447266,antidepressant-benzodiazepine,0.7348178625106812,pre-olanzapine,0.7451387643814087,diazepam/bromazepam,0.7283197641372681,etacyzine,0.734241247177124,fentanyl/fluanisone-midazolam,0.6961319446563721,minaprine,0.7302611470222473,l-methadone,0.7032312750816345,nortrimipramine,0.7050660848617554,non-photoperiodic,0.5888019800186157,besafibrate,0.704256534576416
896,tiapride/carbamazepine,0.6997189521789551,carbi/levodopa/entacapone,0.6901710033416748,clozapine/risperidone,0.6826066970825195,atomoxetine,0.7347830533981323,tiramine,0.7450958490371704,sertraline-iodine,0.7283046245574951,trans-paroxetine,0.7340834140777588,denzapine,0.6960786581039429,-sertraline,0.730237603187561,ocaperidone,0.7031161785125732,-oxcarbazepine,0.7050380706787109,antioxidant-vitamin,0.5887774229049683,enalapril/diltiazem,0.7041348218917847
897,14c-loprazolam,0.6997020244598389,oxcarbazepine/carbamazepine,0.6899451017379761,midazolam-droperidol,0.6825810670852661,sr/bupropion,0.7347805500030518,levamfetamine,0.7450737357139587,benzodiapine,0.728263795375824,carbamzepine,0.7340583205223083,nortriptylin,0.6960610151290894,modafinil/armodafinil,0.7302069664001465,dephenhydramine,0.7030948996543884,2-oxo-quazepam,0.7049343585968018,beta-estradiol/progesterone,0.5887617468833923,amlodipine/captopril,0.7041141986846924
898,methylphenidates,0.6996650695800781,chlorpheniramine-hydrocodone,0.6899341344833374,amitriptyline-ketamine,0.6825672388076782,dosulepine,0.734743595123291,lopirazepame,0.7450520992279053,ziprasadone,0.7281445264816284,nazolam,0.7340492010116577,buspiron,0.6960142254829407,phenytoin/keppra,0.7302013039588928,-dextromethorphan,0.7030929327011108,methylphenidate/placebo,0.7049270868301392,cortisol-releasing,0.5886515378952026,pre-metformin,0.7039785385131836
899,7-acetamidoclonazepam,0.6996281147003174,tramadol-hcl,0.6898788213729858,desloratadin,0.6825519800186157,cipazoxapine,0.7347043752670288,-oxcarbazepine,0.745031476020813,anantidepressant,0.7281275987625122,haliperidol,0.7339767217636108,metopclopramide,0.6959261894226074,imipramine/day,0.7300970554351807,levomethadyl,0.7030720710754395,11-hydroxyamitriptyline,0.7048430442810059,feruloylserotonin,0.5885485410690308,r-perindopril,0.703970193862915
900,dihydroziprasidone,0.6996041536331177,nelotanserin,0.6898401975631714,clotiapine,0.6825264692306519,21.oxycodone,0.734488308429718,duloxetin,0.7449485659599304,ethylphenidate,0.7280840873718262,fluoglyzine,0.7339348793029785,modafenil,0.6959041357040405,diphenhydramine-acetaminophen,0.7300834655761719,venlafaxine-quetiapine,0.7030303478240967,meperidine/promethazine,0.7048191428184509,beta-estradiol-dydrogesterone,0.5885331630706787,olmesartan/amlodipine/hctz,0.7039682865142822
901,-orphenadrine,0.6995340585708618,paliperidone-er,0.6898196339607239,'agomelatine,0.6825141310691833,resperidol,0.734464704990387,tazepam,0.7449272871017456,thioridazine,0.727831244468689,8-hydroxymirtazapine,0.7339000105857849,*methocarbamol,0.6958576440811157,haloperidole,0.7300493121147156,ziprazidone,0.7027804851531982,zimelidine,0.7047545313835144,gonadotropin-releasing-hormone-agonist,0.5885170698165894,aspirin/clopidogrel,0.7038692235946655
902,flupentixol,0.6995283365249634,chlorazepate,0.6898020505905151,augment-aripiprazole,0.6824635863304138,/bupropion,0.7344285845756531,topiramate,0.744907557964325,amphetamine-haloperidol,0.7277603149414062,didesmethylchlorpromazine,0.7338950634002686,fentanyl/fluanisone,0.6958506107330322,s-oxazepam,0.7300485372543335,sertralin,0.7026910185813904,norsertindole,0.7046562433242798,n-acetyl-carnosine,0.5885058641433716,clopidogrel-omeprazole,0.703832745552063
903,oxycodone/oxymorphone,0.6994592547416687,biperiden,0.6898012757301331,irazepine,0.682378888130188,etiracetam,0.7342942953109741,methamfetamine,0.7448616027832031,citralopram,0.7275936603546143,cis-n-desmethyldoxepin,0.7338692545890808,-famotidine,0.6958504319190979,klonipine,0.7300090789794922,8-hydroxymirtazapine,0.7026592493057251,amisulpiride,0.7046260237693787,lisurid,0.5884867906570435,metoprolol/hydrochlorothiazide,0.7038000822067261
904,s-fluoxetine,0.6994023323059082,dolasetron,0.6897619962692261,'guanfacine,0.6823757886886597,zopiclone's,0.7342253923416138,cypramil,0.7448155283927917,selegiline,0.7274883985519409,diprazin,0.7338509559631348,oh-metoprolol,0.6958214044570923,thioridazine,0.7299533486366272,-risperidone,0.7026010751724243,hypnotics-sedatives,0.7046095728874207,beta-carotine,0.5883718729019165,zolarsartan,0.7035826444625854
905,zolmitriptan,0.6993575096130371,oxycodone/naloxone,0.6897303462028503,phenprobamate,0.6823463439941406,metoprolol/clonidine,0.7341810464859009,metochlorpramide,0.7447977066040039,zimelidine,0.7274810075759888,enciprazine,0.7338266968727112,ecitalopram,0.6958169341087341,cyclobenzaprine's,0.7298409342765808,pentazocine/naloxone,0.7025701999664307,dehydroaripiprazole,0.7045974135398865,photoperiod-mediated,0.5883265733718872,gemfibrozil-containing,0.7035393714904785
906,gabapentinoids,0.6992558240890503,quetiapine's,0.6897028684616089,quetiapin,0.6822871565818787,terfenadone,0.7341808080673218,n-methyl-citalopram,0.7447773218154907,renzapride,0.7274210453033447,hydramine,0.7338194847106934,carbazepine,0.6958125233650208,fluphenthixol,0.7297991514205933,aprobarbitone,0.7025699615478516,depamide,0.7045551538467407,photoperiod/22,0.5883251428604126,-enalapril,0.7035166025161743
907,paroxetine-cr,0.699175238609314,non-benzodiazepine,0.6896145343780518,benzodiaze-pines,0.6822551488876343,butaperazine,0.7341481447219849,norzimeldine,0.7447227239608765,fluvox,0.7273879051208496,oxypertine,0.7337160110473633,ativan/seroquel,0.6958122253417969,-cyclobenzaprine,0.729798436164856,norbuprenorphine,0.7025538086891174,heptabarbital,0.7045411467552185,coq10,0.588324248790741,atorvoquone,0.7034668922424316
908,levomilnacipran,0.699120044708252,desalkylprazepam,0.6895684003829956,benzodiazepine-receptor,0.6821931600570679,antidepressants-statins,0.7341201305389404,gabapentin-pregabalin,0.7446454167366028,-orphenadrine,0.7273690104484558,oxibuprocaine,0.7336517572402954,effexor-xr,0.6957929134368896,venlafaxin,0.7297625541687012,nefopam,0.7025295495986938,tiletamine/zolazepam,0.7045303583145142,rs-sulpiride,0.5882948637008667,ortho-hydroxy-atorvastatin,0.7034599184989929
909,zonisamide's,0.699070394039154,preclozapine,0.6895529627799988,chordiazepoxide,0.6821730136871338,benzhydrocodone,0.7340821027755737,dextropropoxyphene-paracetamol,0.7446308732032776,methaqualone/diphenhydramine,0.7273604869842529,3-m-gabapentin,0.7336125373840332,doxepin,0.6957249641418457,-amisulpride,0.7296888828277588,valproate+quetiapine,0.7024509906768799,benzodiazepine-site,0.7044885158538818,prolactin/day,0.5882494449615479,prasugrel/clopidogrel,0.7033982872962952
910,amitriptyline/morphine,0.6990671157836914,vpa/divalproex,0.6894475221633911,-carisoprodol,0.6821664571762085,quetiapine+lithium/divalproex,0.7340483665466309,gabapentin-rofecoxib,0.7445775270462036,diazepam,0.72735595703125,-perhexiline,0.7335968017578125,ranitidine/metoclopramide,0.6956942081451416,*fluoxetine,0.7296537160873413,/diphenhydramine,0.7024468779563904,anxiolytics-hypnotics,0.7044609189033508,antioxidant/antihypoxic,0.588232696056366,benazepril-hydrochlorothiazide,0.7033891081809998
911,-methylphenidate,0.6990591287612915,risperidone-naive,0.6893120408058167,-nalmefene,0.6821005344390869,trazamine,0.7340463995933533,triflupromazine,0.7444964647293091,fentanyl-trazodone-paracetamol,0.7273537516593933,fluanxol,0.7335888147354126,buprenorphine-benzodiazepine,0.6955538988113403,methadone/zyprexa,0.7295578718185425,risperidol,0.7024441361427307,morphine/dextromethorphan,0.704444944858551,serotonin-hypothalamic,0.5880956649780273,niacin-statin,0.7033231258392334
912,haloperidone,0.6990314722061157,nitrazepame,0.6893037557601929,4'-chlordiazepam,0.6820849180221558,seroquil,0.7339833378791809,trihexyphenidyl,0.744461178779602,methylphenidate/placebo,0.7273344397544861,benzhydrocodone,0.7335668802261353,methoclopramide,0.6954256296157837,s35-prochlorperazine,0.7295089364051819,menthol-diphenhydramine,0.7024046778678894,pyrazolobenzodiazepines,0.7044068574905396,l-bmal1,0.5880347490310669,sitagliptin's,0.7032541036605835
913,post-modafinil,0.6989968419075012,moclobemide-clomipramine,0.6892062425613403,cyclobenzapine,0.6820129156112671,adderall,0.7339816689491272,clozapine-olanzapine,0.7444413900375366,moclobemid,0.7273095846176147,biperiden,0.7333948612213135,venlafaxine-mirtazapine,0.6953777074813843,moclobemide,0.7294579744338989,*codeine,0.7023739814758301,fentanyl/diazepam,0.7042925357818604,17-beta-estrodial,0.5880289673805237,valsartan-based,0.7031580209732056
914,sedative/hypnotic,0.698922872543335,cyamemazine,0.6891645193099976,meclobemide,0.6820112466812134,desvenlafaxine's,0.733952522277832,ethybenztropine,0.7444003820419312,levosulpiride,0.7273089289665222,4-methyldiphenhydramine,0.7333605885505676,fentanyl/midazolam,0.6953752040863037,4-benzodiazepine,0.7294027209281921,pyrazolam,0.7023211717605591,diazepam-nitrous,0.7042564749717712,gonadal-hormone,0.5879741907119751,dapagliflozin/saxagliptin,0.7030307054519653
915,ropinirol,0.6988783478736877,lonaprisan,0.6889791488647461,temazepam-glucuronide,0.6820008158683777,buclizine,0.7339465022087097,fluphenthixol,0.7443398833274841,levamfetamine,0.7271915674209595,nitrazepam,0.7333359122276306,clonazapam,0.6953460574150085,loflazepate,0.7293965220451355,10-oh-carbazepine,0.7022891640663147,benzdiazepine,0.7042351961135864,tocopherol/tocotrienol,0.5878881812095642,/trandolapril,0.7030155062675476
916,guaifen/d-methorphan,0.6988712549209595,grapiprant,0.6889678835868835,benzodiazepine-withdrawal,0.6819199323654175,divalproex,0.733932375907898,prnlorazepam,0.7442707419395447,metoclorpramide,0.7271385788917542,trans-10-hydroxy-nortriptyline,0.7333328723907471,oxycontin/oxycodone,0.6953210234642029,procloperazine,0.7293639183044434,mephenytoin,0.7022689580917358,7-hydroxyquetiapine,0.7041987180709839,r-hfd+antioxidants,0.5878801345825195,sitaglipin,0.7028638124465942
917,butriptyline,0.6988665461540222,esketamine,0.6889448165893555,post-haloperidol,0.6819100379943848,flurazepam's,0.7338701486587524,n-demethylsertraline,0.7442336082458496,venlaaxine,0.7270656228065491,phenothizine,0.7332644462585449,d-methorphan/p-ephed/acetaminp,0.6953037977218628,methylphenobarbitone,0.7292829751968384,codeine-acetaminophen,0.7022424936294556,sulpiride,0.7041791677474976,per2,0.5878772735595703,'dalcetrapib,0.7025642395019531
918,chronohypnotic,0.6988623142242432,divalproex-dr,0.6889119148254395,benzodiazepine-linked,0.6818814873695374,fosazepam,0.7338597774505615,chlorphenyramine,0.7441809177398682,benztropin,0.7270359396934509,-oxcarbazepine,0.7332404255867004,sufentanil/midazolam,0.6952524185180664,midazolam/flumazenil,0.7291508316993713,acetaminophen/hydrocodone,0.7022185325622559,femoxetine,0.7041397094726562,thyrotrophin-releasing-hormone,0.5878728628158569,post-losartan,0.7025467157363892
919,gabapentin-metamizol,0.6988450288772583,carbidopa/levodopa/entacapone,0.6888337135314941,"1s,2r-milnacipran",0.6817583441734314,chlorprothixene,0.7337728142738342,chlorpromazin,0.7439911365509033,antidepressant/anxiolytic,0.7269866466522217,flumazepil,0.733229398727417,benperidol,0.695156455039978,benzodiazepines/hypnotics,0.7291377782821655,clonazepam-treated,0.702217698097229,doxapine,0.7040615081787109,fluoxymesterone,0.5877910852432251,dapagliflozin-metformin,0.7023400068283081
920,ir-methylphenidate,0.6988416910171509,aptazepine,0.6887290477752686,dextofisopam,0.681728720664978,modafinil,0.7336694002151489,clozapine-amisulpride,0.7439900636672974,olanzapine-based,0.7267347574234009,aripiprazole,0.7332137227058411,quazepam's,0.6951353549957275,d-trimipramine,0.7290900349617004,normethadone,0.7022171020507812,clovoxamine,0.7039589881896973,crh-induced,0.5877480506896973,retagliptin,0.7022623419761658
921,gabapentin-lactam,0.6987497210502625,nitrazolam,0.6886718273162842,pvp-diazepam,0.6816650032997131,cipram,0.7336262464523315,somantadine,0.7439084053039551,trazodon,0.7267036437988281,carisoprodol,0.7331526279449463,primidolol,0.6951255202293396,anticonvulsants/mood,0.7290502786636353,hydoxyzine,0.7021939754486084,benzodiapine,0.7039240598678589,antimetreleptin,0.5876967906951904,iganidipine,0.7022145390510559
922,risperidone/paliperidone,0.6987423896789551,fluperlapine,0.6886281967163086,haloperidol,0.6816295385360718,esreboxetine,0.7336096167564392,clozapine-sulpiride,0.7438939213752747,gabapentin-morphine,0.726650059223175,levopropranolol,0.7331029772758484,levoxadrol,0.6950899362564087,bupropion-ssri,0.7289315462112427,n-demethylsertraline,0.7021798491477966,morphinescopolamine,0.7038559913635254,catecholestradiol,0.5876756310462952,losartan-hct,0.7021598219871521
923,milnacipran,0.6987423896789551,cetirizine/pse,0.6885427236557007,tizanidine,0.6816190481185913,oxycodone/ibuprofen,0.7335713505744934,dl-tranylcypromine,0.7438479661941528,antidepressant-benzodiazepine,0.7266253232955933,'risperidone,0.7330837249755859,c-metoclopramide,0.6950570344924927,trihexiphenidyl,0.7288652658462524,phenobarbitone/phenytoin,0.7021679878234863,flupenthixole,0.7038146257400513,diurnal/circadian,0.5876612663269043,rosuv,0.7021576762199402
924,5-benzodiazepines,0.6987311244010925,lorazepam-,0.6885353922843933,tramadol,0.68155837059021,*tamsulosin,0.7334424257278442,oxyphencyclimine-hydroxyzine,0.7437878847122192,metoclopramide,0.7265326380729675,diltiazem-propranolol,0.7329827547073364,heloperidol,0.6950314044952393,naloxanazine,0.7287088632583618,dextroamphetamine/amphetamine,0.7021616697311401,medetomidine-buprenorphine,0.7038026452064514,pituitary-hormone,0.5875956416130066,aspirin/prasugrel,0.7020583748817444
925,pvp-diazepam,0.6986987590789795,lorapzepam,0.6884973645210266,loratadine,0.6815334558486938,amitriptilline,0.7333942651748657,dscg-chlorpheniramine,0.7437683343887329,escitalopram-treated,0.7264747619628906,reboxetine,0.7329268455505371,-cyclobenzaprine,0.6950082778930664,quetiapine/olanzapine,0.7286016345024109,prochlorpemazine,0.7021551132202148,ipradol,0.703792929649353,photoperoid,0.5875247716903687,beta-blocker/aspirin/statin,0.7020232081413269
926,-zolmitriptan,0.6985818147659302,antidepressant-benzodiazepine,0.6883858442306519,tilidine/naloxone,0.6814937591552734,fexofenidine,0.7333748936653137,cyprohetadine,0.7437477111816406,diphenhydramine,0.7263249158859253,meprobamate-benactyzine,0.7328245043754578,fentanyl/methadone,0.694799542427063,benzodiazepines/antipsychotics,0.7286015748977661,codeine/dihydrocodeine,0.7021345496177673,normethadone,0.7037671804428101,oxyresveratrol,0.587471604347229,pioglitazone-associated,0.7017969489097595
927,flumazenil-lever,0.6985454559326172,tolterodine-er,0.6883793473243713,zuclopentixol,0.6814848184585571,busipirone,0.7332972884178162,diphendramine,0.7436768412590027,flibanserin,0.7262092232704163,2-hydroxytrimipramine,0.7327591776847839,ed.acetaminophen,0.6947709321975708,isoloxapine,0.7285982966423035,-venlafaxine,0.7021284103393555,od4-methadone,0.7037304639816284,somatotropin-release,0.5874710083007812,verapamil/trandolapril,0.7016078233718872
928,sertraline's,0.6984920501708984,dipraglurant,0.6883664131164551,noroxymorphone,0.6814786195755005,dextroamphetamine,0.7332141399383545,imipramine-n-oxide,0.7435473203659058,duloxetine-related,0.7261582016944885,cyanoimipramine,0.7327127456665039,.phenytoin,0.6947590708732605,saviprazole,0.7285003066062927,oxybarbiturate,0.7020851373672485,midazolam-dexamethasone,0.703522801399231,alarelin,0.587428867816925,s-zofenopril,0.7014667987823486
929,equihypnotic,0.6984777450561523,hydroxyzine/told,0.688243567943573,pipradrols,0.6814730167388916,4.promethazine,0.7331904768943787,medazepam,0.7435094118118286,pentazepam,0.7261514663696289,*zolpidem,0.7325901985168457,midazolam/syrpalta,0.6947500109672546,levoprotiline,0.7284561395645142,propofol-diazepam,0.7020606994628906,cloxacepride,0.7034680843353271,neurohormone,0.5874063968658447,delapril/indapamide,0.7014555931091309
